Id,Property_type,RoomType,BedType,Min_Night,Max_Night,Cancel,Accomadate,Bedroom,amenities,Bed,Total_Reviews,Bathrooms,Price,Cleaning,ExtraPeople,Guests,Id_host,Location,Response,Host_neigh,Response_rate,Total_list,Vertify,Street,SubUrban,Gov_Area,Market,Country,C_Code,longitude,latitude,Avail_30,Avail_60,Avail_90,Avail_365,RScore_accur,RScore_neatness,RScore_checkin,RScore_comm,RScore_location,RScore_value,RScore_rate
15453288,Apartment,Entire home/apt,Real Bed,5,12,strict_14_with_grace_period,2,1,"TV,Wifi,Kitchen,Free street parking,Family/kid friendly,Washer,Smoke detector,First aid kit,Hangers,Hair dryer,Iron,Self check-in,Lockbox,Microwave,Refrigerator,Dishwasher,Cooking basics,Oven",1,2,1.0,115,300,50,2,98099248,"Maroubra, New South Wales, Australia",within an hour,Kingsford,100.0,1,"email,phone,reviews,jumio,offline_government_id,selfie,government_id,identity_manual,work_email","Maroubra, NSW, Australia",Kingsford,Randwick,Sydney,Australia,AU,151.23721,-33.93316,23,53,83,84,10.0,10.0,10.0,10.0,10.0,10.0,100.0
15535000,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Lockbox,Hot water,Bed linens",1,82,1.0,132,135,0,1,62315243,"Hawaii, United States",within an hour,Napili/Honokowai,100.0,4,"email,phone,reviews,offline_government_id,government_id","Lahaina, HI, United States",Napili/Honokowai,Lahaina,Maui,United States,US,-156.66581,20.98825,2,11,26,285,10.0,10.0,10.0,10.0,9.0,9.0,94.0
15596462,Apartment,Entire home/apt,Real Bed,3,300,moderate,2,0,"TV,Cable TV,Internet,Wifi,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Bed linens,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Stove",1,101,1.0,70,0,12,2,100504592,"Porto, Porto District, Portugal",within an hour,Not Specified,100.0,3,"email,phone,reviews,offline_government_id,selfie,government_id,identity_manual","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61285,41.14469,6,27,50,312,10.0,9.0,10.0,10.0,10.0,9.0,92.0
15711623,Serviced apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,4,2,"TV,Internet,Wifi,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,High chair,Crib,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed",3,26,1.0,599,0,10,2,5878688,"Barcelona, Catalonia, Spain",within an hour,Dreta de l'Eixample,98.0,66,"email,phone,google,reviews,jumio,government_id","Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.1644,41.38926,13,29,59,325,9.0,10.0,10.0,10.0,10.0,9.0,96.0
15877524,Apartment,Entire home/apt,Real Bed,3,7,moderate,2,1,"TV,Internet,Wifi,Kitchen,Free parking on premises,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,BBQ grill,Garden or backyard",1,2,1.0,350,80,0,1,6250315,"Manly, New South Wales, Australia",within an hour,Not Specified,100.0,1,"email,phone,reviews,jumio,government_id","Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,151.28247,-33.79309,0,0,0,0,9.0,9.0,10.0,10.0,10.0,9.0,90.0
15896529,Apartment,Private room,Real Bed,6,60,strict_14_with_grace_period,2,1,"Wifi,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Luggage dropoff allowed,Long term stays allowed,Other",1,100,1.0,127,39,0,1,10191995,"New York, New York, United States",within an hour,Lower East Side,100.0,2,"email,phone,reviews,jumio,government_id","New York, NY, United States",Manhattan,Chinatown,New York,United States,US,-73.99045,40.71542,1,4,7,189,9.0,9.0,10.0,10.0,9.0,9.0,91.0
15915924,Condominium,Entire home/apt,Real Bed,45,1125,super_strict_60,2,2,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Hot tub,Washer,Dryer,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",2,0,2.0,200,450,0,1,10496350,"Honolulu, Hawaii, United States",within a few hours,Kuliouou/Kalani Iki,100.0,63,"phone,reviews,kba","Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,-155.98172,19.61387,9,39,69,328,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
15498188,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2,1,"TV,Cable TV,Internet,Wifi,Kitchen,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Lockbox,Hot water,Bed linens,Extra pillows and blankets",1,156,1.0,50,10,0,1,51724179,"Porto, Porto District, Portugal",within an hour,Not Specified,100.0,6,"email,phone,reviews,jumio,government_id","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61234,41.14442,5,13,27,274,10.0,10.0,10.0,10.0,10.0,10.0,97.0
15567275,Condominium,Entire home/apt,Real Bed,2,1125,moderate,3,0,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Other",2,122,1.0,79,45,0,1,30654691,"Hilo, Hawaii, United States",within a day,Hilo,80.0,1,"email,phone,facebook,reviews,jumio,government_id","Hilo, HI, United States",Hilo,South Hilo,The Big Island,United States,US,-155.0728,19.71375,5,19,34,298,9.0,9.0,9.0,10.0,9.0,9.0,89.0
15652009,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2,1,"TV,Wifi,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Hangers,Iron,Laptop friendly workspace",1,2,1.0,240,45,0,1,28650331,"New South Wales, Australia",within an hour,Randwick,100.0,1,"email,phone,facebook,reviews,jumio,government_id","Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,151.24573,-33.91571,0,0,0,0,10.0,10.0,10.0,10.0,9.0,9.0,90.0
15771501,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1,"TV,Wifi,Air conditioning,Kitchen,Elevator,Family/kid friendly,Hangers,Hair dryer,Microwave,Refrigerator,Dishes and silverware,Other",1,72,1.0,181,50,100,1,51744313,United States,within an hour,Shek Kip Mei,100.0,2,"email,phone,reviews,jumio,offline_government_id,government_id","香港, 香港, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,114.16676,22.33107,7,21,51,231,10.0,8.0,10.0,10.0,9.0,10.0,92.0
15803265,Apartment,Private room,Real Bed,3,1125,flexible,2,1,"TV,Wifi,Kitchen,Washer,Essentials,Hair dryer",1,0,1.0,65,20,0,1,35280412,PT,within a day,Not Specified,100.0,3,"email,phone,reviews","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61803,41.1432,29,59,89,364,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
15866121,Apartment,Private room,Real Bed,4,20,strict_14_with_grace_period,2,1,"TV,Wifi,Air conditioning,Kitchen,Free street parking,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Window guards,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Wide doorway,Flat path to front door,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Accessible-height bed,Step-free access,Wide doorway,Accessible-height toilet,Wide clearance to shower,toilet,Step-free access,Wide entryway,Host greets you,Fixed grab bars for shower",1,13,1.0,42,10,5,1,6181203,"New York, New York, United States",within an hour,Not Specified,100.0,1,"email,phone,facebook,reviews,jumio,selfie,government_id,identity_manual","Brooklyn , NY, United States",Brooklyn,Crown Heights,New York,United States,US,-73.91578,40.67638,28,58,88,363,10.0,10.0,10.0,10.0,9.0,10.0,100.0
15488401,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,9,3,"TV,Cable TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Paid parking off premises,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance,High chair,Babysitter recommendations,Crib,Room-darkening shades,Game console,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Single level home,Luggage dropoff allowed,Long term stays allowed,Step-free access,Flat path to front door,Well-lit path to entrance,Step-free access,Step-free access,Step-free access,Host greets you",6,43,2.0,1562,942,79,1,66883702,Hong Kong,within an hour,Tai Kok Sui,100.0,4,"email,phone,facebook,reviews,jumio,government_id","Kowloon, Hong Kong, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17509,22.29879,1,5,32,300,10.0,10.0,10.0,10.0,10.0,9.0,96.0
15541887,Apartment,Entire home/apt,Real Bed,2,31,moderate,4,2,"TV,Wifi,Pool,Kitchen,Free parking on premises,Elevator,Hot tub,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Beach essentials,Beachfront",2,0,2.0,100,20,0,1,99997584,PT,within an hour,Not Specified,100.0,2,phone,"Perafita, Portugal",Not Specified,"Perafita, Lavra e Santa Cruz do Bispo",Porto,Portugal,PT,-8.71786,41.22715,0,16,46,61,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
1560753,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,"TV,Cable TV,Internet,Wifi,Kitchen,Smoking allowed,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",1,1,1.0,269,30,0,1,3220169,"Istanbul, Istanbul, Turkey",within a few hours,Cihangir,100.0,3,"email,phone,facebook,reviews","Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,28.98387,41.03315,0,0,0,97,8.0,8.0,10.0,10.0,10.0,10.0,93.09924038225925
1589452,Apartment,Entire home/apt,Real Bed,31,1125,moderate,4,2,"TV,Internet,Wifi,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",2,35,1.0,101,60,0,1,8438709,"Montreal, Quebec, Canada",within a few hours,Gay Village,100.0,1,"email,phone,reviews,jumio,government_id","Montreal, QC, Canada",Gay Village,Ville-Marie,Montreal,Canada,CA,-73.55957,45.51836,0,0,26,44,10.0,10.0,10.0,10.0,10.0,10.0,96.0
15902696,House,Private room,Real Bed,1,14,flexible,2,1,"TV,Cable TV,Wifi,Kitchen,Free parking on premises,Free street parking,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,Hot water,Luggage dropoff allowed,Other",1,40,1.0,100,50,0,1,103157830,"Kailua-Kona, Hawaii, United States",within an hour,Kailua/Kona,67.0,1,"email,phone,reviews,offline_government_id,government_id","Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,-155.98373,19.72866,30,60,90,117,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1537570,Apartment,Private room,Real Bed,5,32,moderate,2,1,"TV,Internet,Wifi,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Free street parking,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Other",1,37,1.0,40,15,20,1,4349036,"Montreal, Quebec, Canada",within a few hours,La Petite-Patrie,100.0,2,"email,phone,facebook,reviews,jumio,offline_government_id,government_id","Montreal, QC, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,-73.59605,45.54842,0,9,39,314,10.0,9.0,10.0,10.0,9.0,9.0,94.0
15384713,Apartment,Entire home/apt,Real Bed,3,1125,moderate,4,1,"TV,Cable TV,Wifi,Kitchen,Pets allowed,Heating,Family/kid friendly,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer",2,31,1.0,60,15,0,1,69917073,"Porto, Porto District, Portugal",within an hour,Not Specified,100.0,3,"phone,reviews,jumio,offline_government_id,government_id,work_email","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61799,41.15095,29,59,87,362,9.0,9.0,10.0,10.0,10.0,9.0,90.0
15489751,Loft,Private room,Real Bed,1,5,flexible,2,1,"Wifi,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",2,0,1.0,79,15,40,1,33012229,"Istanbul, İstanbul, Turkey",within an hour,Not Specified,100.0,1,"email,phone,facebook,reviews,jumio,offline_government_id,government_id","Kağıthane, İstanbul, Turkey",Şişli,Kagithane,Istanbul,Turkey,TR,29.00439,41.08101,27,57,87,362,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
15529123,Townhouse,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,3,2,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Pets allowed,Free street parking,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard,Host greets you",2,38,1.0,198,75,0,1,8940513,"New York, New York, United States",within an hour,Park Slope,100.0,1,"email,phone,reviews,kba","Brooklyn, NY, United States",Park Slope,Park Slope,New York,United States,US,-73.97479,40.67148,4,4,19,160,10.0,10.0,10.0,10.0,10.0,10.0,98.0
15498805,Apartment,Private room,Real Bed,1,30,flexible,2,1,"Smoking allowed,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",1,0,1.0,248,150,0,1,99545948,TR,within a day,Taksim,80.0,1,"email,phone","İstanbul, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.97342,41.0383,29,59,89,364,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
15723889,Apartment,Entire home/apt,Real Bed,4,30,moderate,2,1,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Pets allowed,Free street parking,Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Bathtub,Room-darkening shades,Hot water,Extra pillows and blankets,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Other",2,5,1.0,150,100,50,2,1486224,"New York, New York, United States",within a day,Not Specified,80.0,1,"email,phone,reviews","New York, NY, United States",Manhattan,Upper East Side,New York,United States,US,-73.9619,40.76816,11,25,32,32,10.0,8.0,10.0,10.0,10.0,9.0,96.0
15745859,Apartment,Entire home/apt,Real Bed,2,160,moderate,2,1,"TV,Wifi,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water",1,5,1.0,95,100,0,1,44789336,"Montreal, Québec, Canada",within a day,Villeray-Saint-Michel-Parc-Extension,100.0,1,"email,phone,reviews","Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,-73.61051,45.54517,0,25,55,330,10.0,10.0,10.0,10.0,10.0,10.0,100.0
15806964,Apartment,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,3,0,"TV,Internet,Wifi,Kitchen,Paid parking off premises,Pets allowed,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Pack ’n Play/travel crib,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Host greets you,Full kitchen,Paid parking on premises",1,87,1.0,169,140,25,1,102296147,"Bondi Beach, New South Wales, Australia",within an hour,Bondi Beach,100.0,7,"email,phone,reviews,jumio,offline_government_id,government_id","Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,151.2729,-33.8949,12,28,58,279,10.0,10.0,10.0,10.0,10.0,10.0,99.0
1575430,Apartment,Private room,Real Bed,14,365,moderate,1,1,"Internet,Wifi,Kitchen,Paid parking off premises,Doorman,Elevator,Free street parking,Heating,Washer,Essentials,Hair dryer,Self check-in,Lockbox,Hot water",1,0,1.0,90,100,0,1,8375958,"Istanbul, İstanbul, Turkey",within a day,Not Specified,50.0,2,"email,phone,reviews,work_email","Istanbul, Istanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.10186,40.96826,30,60,90,365,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
15893952,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Pets live on this property,Dog(s),Free street parking,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Iron,Self check-in,Keypad,Bathtub,Changing table,High chair,Children’s books and toys,Crib,Children’s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,BBQ grill,Patio or balcony,Garden or backyard",2,4,1.0,280,100,0,1,85391052,"Manly, New South Wales, Australia",within a day,Manly,100.0,1,"email,phone,reviews,jumio,offline_government_id,government_id","Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,151.27912,-33.79106,0,0,0,0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
15603491,Apartment,Entire home/apt,Real Bed,2,180,strict_14_with_grace_period,3,1,"TV,Cable TV,Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Buzzer/wireless intercom,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,Hot water,Luggage dropoff allowed,Long term stays allowed",2,28,1.0,175,99,39,2,55600920,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,Not Specified,100.0,1,"email,phone,facebook,reviews,jumio,government_id","Rio de Janeiro, Rio de Janeiro, Brazil",Not Specified,Curicica,Rio De Janeiro,Brazil,BR,-43.39573210119065,-22.961232291647896,19,49,79,79,10.0,10.0,10.0,10.0,9.0,10.0,98.0
15386249,Apartment,Entire home/apt,Real Bed,3,1000,flexible,10,4,"TV,Internet,Wifi,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Crib,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Step-free access,Step-free access,Step-free access,Host greets you,Paid parking on premises",7,25,2.0,209,75,0,1,6521082,"Barcelona, Catalonia, Spain",within an hour,La Barceloneta,98.0,17,"email,phone,reviews,jumio,government_id,work_email","Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,Barcelona,Spain,ES,2.16296,41.37339,19,32,51,239,8.0,7.0,8.0,9.0,9.0,8.0,69.0
15542962,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1,"Wifi,Air conditioning,Kitchen,Smoking allowed,Elevator,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Host greets you",1,5,1.0,440,75,0,1,28540701,"Bordeaux, Aquitaine, France",within an hour,Sheung Wan,100.0,1,"email,phone,reviews,jumio,government_id","Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.14587,22.28754,0,0,0,0,10.0,8.0,10.0,10.0,10.0,9.0,95.0
15702250,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,7,3,"TV,Cable TV,Internet,Wifi,Wheelchair accessible,Kitchen,Free parking on premises,Indoor fireplace,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Pack ’n Play/travel crib,Hot water",4,22,2.0,175,89,10,2,30451088,"Hilo, Hawaii, United States",within an hour,Island of Hawaiʻi,100.0,5,"email,phone,reviews,jumio,offline_government_id,government_id","Volcano, HI, United States",Island of Hawaiʻi,Kau,The Big Island,United States,US,-155.28143,19.44145,29,59,89,355,10.0,10.0,10.0,10.0,10.0,10.0,99.0
15787147,Cottage,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,4,1,"TV,Internet,Wifi,Kitchen,Free parking on premises,Pets allowed,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard",2,58,1.0,189,100,15,2,102112859,"Hawaii, United States",within an hour,Haiku/Pauwela,100.0,2,"email,phone,reviews","Haiku-Pauwela, HI, United States",Maui,Paia-Haiku,Maui,United States,US,-156.32303,20.91468,8,20,32,298,10.0,9.0,10.0,10.0,10.0,9.0,91.0
15842669,Apartment,Private room,Real Bed,2,60,moderate,2,1,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Paid parking off premises,Smoking allowed,Elevator,Free street parking,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Refrigerator,Dishes and silverware,Cooking basics,Oven,Patio or balcony,Long term stays allowed,Cleaning before checkout,Flat path to front door,Well-lit path to entrance,Step-free access,Accessible-height bed,Other",1,2,1.5,30,10,5,1,41730645,"Barcelona, Catalonia, Spain",within an hour,Dreta de l'Eixample,100.0,1,"email,phone,jumio,government_id","Barcelona, CT, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.17652,41.39574,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
15888785,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Paid parking off premises,Free street parking,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub,Game console,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Wide hallway clearance,Wide doorway,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Step-free access,Wide clearance to shower,toilet,Wide entryway,Host greets you",1,62,1.5,65,10,0,1,65092392,"New York, New York, United States",within an hour,Not Specified,100.0,1,"email,phone,facebook,reviews,jumio,government_id","Brooklyn, NY, United States",Bushwick,Bushwick,New York,United States,US,-73.93508,40.69912,30,60,90,179,10.0,10.0,10.0,10.0,10.0,10.0,98.0
15748933,Other,Entire home/apt,Real Bed,2,1125,flexible,2,0,"Internet,Wifi,Kitchen,Free parking on premises,Washer,Dryer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",1,110,1.0,65,55,0,1,101790553,US,within an hour,North Shore,100.0,4,"email,phone,reviews","Waialua, HI, United States",North Shore,North Shore Oahu,Oahu,United States,US,-158.15725,21.57918,7,29,52,134,10.0,9.0,10.0,10.0,10.0,10.0,98.0
15721779,Apartment,Private room,Real Bed,4,30,strict_14_with_grace_period,1,1,"Kitchen,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Flat path to front door,Step-free access,Step-free access,Handheld shower head",1,2,1.0,225,65,85,1,19312750,"Bellevue Hill, New South Wales, Australia",within an hour,Not Specified,90.0,2,"email,phone,reviews,jumio,government_id","Bellevue Hill, NSW, Australia",Bellevue Hill,Woollahra,Sydney,Australia,AU,151.25417,-33.87964,0,0,0,0,10.0,10.0,10.0,10.0,10.0,9.0,100.0
15812792,Apartment,Private room,Real Bed,1,1125,moderate,2,1,"Wifi,Elevator,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Host greets you",1,48,1.0,35,0,10,1,102345933,"Barcelona, Catalonia, Spain",within an hour,Not Specified,90.0,1,"email,phone,reviews,jumio,offline_government_id,government_id","Barcelona, Catalonia, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.17689,41.39044,25,49,79,79,9.0,9.0,9.0,9.0,10.0,8.0,85.0
