Id,Property_type,RoomType,BedType,Min_Night,Max_Night,Cancel,Accomadate,Bedroom,amenities,Bed,Total_Reviews,Bathrooms,Price,Cleaning,ExtraPeople,Guests,Id_host,Location,Response,Host_neigh,Response_rate,Total_list,Vertify,Street,SubUrban,Gov_Area,Market,Country,C_Code,longitude,latitude,Avail_30,Avail_60,Avail_90,Avail_365,RScore_accur,RScore_neatness,RScore_checkin,RScore_comm,RScore_location,RScore_value,RScore_rate
1003530,Apartment,Private room,Real Bed,12,360,strict_14_with_grace_period,2,1,"Internet,Wifi,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,translation missing: en.hosting_amenity_50",1,70,1.0,135,135,0,1,454250,"New York, New York, United States",within an hour,Not Specified,100.0,3,"email,phone,reviews,jumio,offline_government_id,government_id","New York, NY, United States",Manhattan,Upper West Side,New York,United States,US,-73.96523,40.79962,0,0,0,93,10.0,9.0,10.0,10.0,10.0,10.0,94.0
10133554,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1,"Internet,Wifi,Air conditioning,Free parking on premises,Smoking allowed,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff",2,29,1.0,121,135,0,1,52004703,"Istanbul, İstanbul, Turkey",within a few hours,Not Specified,100.0,2,"email,phone,facebook,reviews,jumio,offline_government_id,government_id","Fatih , İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,28.98009,41.0062,30,60,90,365,9.0,9.0,10.0,10.0,10.0,9.0,92.0
10059872,Apartment,Entire home/apt,Real Bed,4,20,flexible,3,1,"Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator,Heating,Family/kid friendly,Essentials,24-hour check-in,translation missing: en.hosting_amenity_50",2,3,1.0,699,135,0,1,51624384,"Hong Kong, Hong Kong",within an hour,Soho,100.0,1,"email,phone,reviews,jumio,government_id","Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.15027,22.28158,0,0,0,0,10.0,10.0,10.0,10.0,10.0,8.0,100.0
10084023,Guesthouse,Private room,Futon,1,500,strict_14_with_grace_period,1,1,"TV,Wifi,Air conditioning,Kitchen,Elevator,First aid kit,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Microwave,Refrigerator,Dishes and silverware,Stove,Long term stays allowed,Host greets you",1,81,1.0,181,50,100,1,51744313,United States,within an hour,Shek Kip Mei,100.0,2,"email,phone,reviews,jumio,offline_government_id,government_id","Hong Kong , 九龍, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,114.1669,22.3314,14,24,40,220,10.0,8.0,10.0,10.0,10.0,10.0,92.0
10091713,Apartment,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,2,0,"TV,Wifi,Kitchen,Elevator,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Ethernet connection,Other",1,64,1.0,181,50,0,1,13764143,"New South Wales, Australia",within an hour,Surry Hills,100.0,1,"email,phone,google,reviews,jumio,offline_government_id,government_id,work_email","Surry Hills, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,151.21554,-33.88029,0,0,0,0,10.0,9.0,10.0,10.0,10.0,9.0,95.0
10112159,Hostel,Private room,Real Bed,1,1125,moderate,2,1,"TV,Cable TV,Wifi,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Hot water,Long term stays allowed,Other",1,0,1.0,40,50,25,2,2649859,"Porto, Porto, Portugal",within an hour,Not Specified,100.0,2,"email,phone,reviews,jumio,government_id","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.60867,41.1543,30,60,87,359,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10096773,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1,"TV,Internet,Wifi,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials",1,1,1.0,145,60,0,1,34607505,"New York, New York, United States",within an hour,Chelsea,100.0,1,"email,phone,facebook,reviews,kba","New York, NY, United States",Manhattan,Chelsea,New York,United States,US,-74.00074,40.74577,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
10140368,Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2,1,"Wifi,Kitchen,Free street parking,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Host greets you",1,239,1.0,45,60,10,1,1017772,US,within an hour,Jamaica,100.0,1,"email,phone,manual_online,facebook,reviews,manual_offline,jumio,government_id","Queens, NY, United States",Queens,Briarwood,New York,United States,US,-73.82257,40.71485,20,29,29,34,10.0,10.0,10.0,10.0,9.0,10.0,95.0
10021707,Apartment,Private room,Real Bed,14,1125,flexible,1,1,"Internet,Wifi,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door",1,1,1.5,40,60,0,1,11275734,"New York, New York, United States",within an hour,Bushwick,100.0,1,"email,phone,reviews,kba","Brooklyn, NY, United States",Brooklyn,Bushwick,New York,United States,US,-73.93615,40.69791,0,0,0,0,10.0,10.0,10.0,10.0,8.0,8.0,100.0
10038496,Apartment,Entire home/apt,Real Bed,3,75,strict_14_with_grace_period,4,1,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Paid parking off premises,Smoking allowed,Doorman,Elevator,Buzzer/wireless intercom,Family/kid friendly,Washer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Oven,Stove,Long term stays allowed,Wide hallway clearance,Host greets you",3,70,2.0,119,150,40,3,51530266,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,Copacabana,100.0,2,"email,phone,reviews,jumio,government_id","Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.190849194463404,-22.984339360067814,7,19,33,118,10.0,10.0,10.0,10.0,10.0,10.0,98.0
10059244,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,"TV,Internet,Wifi,Kitchen,Free parking on premises,Heating,Washer,Smoke detector,Essentials,Shampoo,Laptop friendly workspace,Hot water,Bed linens",1,0,1.0,43,150,12,1,7140229,"Montreal, Quebec, Canada",within an hour,Not Specified,100.0,1,"email,phone,reviews,jumio,government_id","Montréal, Québec, Canada",Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,-73.54949,45.54548,0,0,0,32,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10116578,Apartment,Entire home/apt,Real Bed,1,1125,flexible,5,3,"Cable TV,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Elevator,Buzzer/wireless intercom,Family/kid friendly,Washer,24-hour check-in,Iron",3,0,1.5,933,150,0,1,51915770,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,Not Specified,100.0,1,"phone,facebook","Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,-43.1825954762751,-22.930541460367934,30,60,90,365,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10009999,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1,"Wifi,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Hot tub,Buzzer/wireless intercom,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",2,0,1.0,317,187,0,1,1282196,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,Jardim Botânico,100.0,1,"email,phone,facebook","Rio de Janeiro, Rio de Janeiro, Brazil",Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,-43.23074991429229,-22.966253551739655,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10066928,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3,"Internet,Wifi,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",3,0,1.0,140,187,0,1,9036477,"Montreal, Quebec, Canada",within an hour,Le Plateau,100.0,2,"email,phone,reviews,work_email","Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.57383,45.52233,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10115921,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2,"TV,Cable TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Paid parking off premises,Smoking allowed,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,Crib,Hot water,Luggage dropoff allowed,Long term stays allowed",4,3,1.0,838,187,0,1,51471538,"Istanbul, İstanbul, Turkey",within an hour,Şişli,100.0,16,"email,phone,reviews","Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.98713,41.04841,30,60,90,365,7.0,7.0,8.0,8.0,10.0,7.0,67.0
10083468,Loft,Entire home/apt,Real Bed,2,1125,moderate,2,1,"TV,Cable TV,Wifi,Kitchen,Smoking allowed,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,Long term stays allowed,Well-lit path to entrance,Step-free access,Wide clearance to bed,Accessible-height bed,Step-free access,Step-free access,Handheld shower head,Paid parking on premises",1,178,1.0,30,10,0,1,27518920,"São Félix da Marinha, Porto, Portugal",within an hour,Not Specified,90.0,3,"email,phone,reviews,manual_offline,jumio,government_id","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61123,41.15225,16,40,67,335,10.0,10.0,10.0,10.0,10.0,10.0,97.0
10117617,Apartment,Entire home/apt,Real Bed,7,180,moderate,2,1,"TV,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Bathtub,Beachfront",1,12,1.0,40,15,0,2,51920973,"Porto, Porto District, Portugal",within a day,Not Specified,100.0,1,"email,phone,reviews,jumio,government_id","Vila do Conde, Porto, Portugal",Not Specified,Vila do Conde,Porto,Portugal,PT,-8.75383,41.3596,0,0,0,46,10.0,10.0,10.0,10.0,9.0,10.0,96.0
10133350,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5,2,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",2,9,1.0,275,35,0,1,52004369,"Sea Cliff, New York, United States",within an hour,Not Specified,80.0,2,"email,phone,reviews,jumio,offline_government_id,government_id","New York, NY, United States",Upper East Side,Upper East Side,New York,United States,US,-73.95854,40.7664,0,0,0,0,9.0,8.0,10.0,9.0,9.0,9.0,90.0
10051164,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,8,1,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Smoking allowed,Family/kid friendly,First aid kit,Fire extinguisher,Essentials",8,1,4.0,250,0,40,4,51326285,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,Catete,80.0,5,"email,phone,facebook,reviews,jumio,government_id","Rio de Janeiro, Rio de Janeiro, Brazil",Catete,Catete,Rio De Janeiro,Brazil,BR,-43.18015675229857,-22.92638234778768,10,10,21,296,10.0,6.0,8.0,8.0,8.0,8.0,80.0
10082307,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Doorman,Elevator,Family/kid friendly,Shampoo,Hangers,Hair dryer,Iron",1,0,1.0,361,0,130,2,51289938,Hong Kong,within an hour,Jordan,90.0,6,"email,phone,google,reviews","Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17158,22.30469,30,60,90,365,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10069642,Apartment,Entire home/apt,Real Bed,15,20,strict_14_with_grace_period,5,2,"TV,Cable TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Hair dryer,Iron",2,0,2.0,858,112,75,1,51670240,"Resende, Rio de Janeiro, Brazil",within an hour,Not Specified,100.0,1,"email,phone,jumio,government_id","Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,-43.4311123147628,-23.00035792660916,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10108388,Apartment,Entire home/apt,Real Bed,2,30,moderate,2,1,"TV,Wifi,Air conditioning,Pool,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self check-in,Building staff,Private living room,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Cleaning before checkout,Step-free access,Flat path to front door,Well-lit path to entrance,Step-free access",1,109,1.0,185,120,0,1,16187044,Australia,within an hour,Darlinghurst,100.0,1,"email,phone,reviews,jumio,government_id","Darlinghurst, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,151.21346,-33.87603,5,16,35,265,10.0,10.0,10.0,10.0,10.0,10.0,100.0
10082422,Apartment,Private room,Real Bed,1,9,flexible,2,1,"Internet,Wifi,Kitchen,Elevator,Heating,Washer,Shampoo,Hair dryer,Iron,Laptop friendly workspace",2,0,1.0,50,10,0,1,30393403,"Barcelona, Catalonia, Spain",within an hour,Dreta de l'Eixample,100.0,1,"phone,facebook","Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,2.16942,41.40082,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10120414,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1,"TV,Internet,Wifi,Air conditioning,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",1,0,1.0,150,10,0,1,33231070,"New York, New York, United States",within an hour,Not Specified,100.0,1,"email,phone,reviews,jumio,government_id,work_email","New York, NY, United States",Manhattan,Lower East Side,New York,United States,US,-73.98944,40.72063,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10138784,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,"Internet,Wifi,Air conditioning,Pets live on this property,Dog(s),Other pet(s),Elevator,Buzzer/wireless intercom,Heating,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Host greets you",1,123,1.0,46,15,10,1,52031360,"New York, New York, United States",within an hour,Jackson Heights,100.0,1,"email,phone,reviews,jumio,offline_government_id,government_id","Queens, NY, United States",Queens,Jackson Heights,New York,United States,US,-73.88025,40.74953,30,60,90,365,10.0,10.0,10.0,10.0,9.0,10.0,99.0
10030955,Apartment,Private room,Real Bed,1,1125,flexible,2,1,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,24-hour check-in",1,0,2.0,701,250,0,1,51496939,BR,within an hour,Lagoa,100.0,1,"email,phone,jumio,government_id","Rio de Janeiro, Rio de Janeiro, Brazil",Lagoa,Lagoa,Rio De Janeiro,Brazil,BR,-43.205047082633435,-22.971950988341874,28,58,88,363,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10006546,House,Entire home/apt,Real Bed,2,30,moderate,8,3,"TV,Cable TV,Wifi,Kitchen,Paid parking off premises,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Pack ’n Play/travel crib,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Cleaning before checkout,Waterfront",5,51,1.0,80,35,15,6,51399391,"Porto, Porto District, Portugal",within an hour,Not Specified,100.0,3,"email,phone,reviews,jumio,offline_government_id,government_id","Porto, Porto, Portugal",Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61308,41.1413,28,47,74,239,9.0,9.0,10.0,10.0,10.0,9.0,89.0
10047964,House,Entire home/apt,Real Bed,2,1125,flexible,6,2,"TV,Cable TV,Internet,Wifi,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Cat(s),Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",6,1,1.0,527,211,211,1,1241644,"Istanbul, Istanbul, Turkey",within an hour,Moda,98.0,2,"email,phone,facebook,reviews,jumio,government_id","Kadıköy, İstanbul, Turkey",Moda,Kadikoy,Istanbul,Turkey,TR,29.03133,40.98585,27,57,87,362,10.0,10.0,10.0,10.0,10.0,10.0,100.0
1001265,Condominium,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2,1,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Hot tub,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Stove,BBQ grill,Garden or backyard,Well-lit path to entrance,Disabled parking spot,Step-free access,Wide clearance to bed,Step-free access",1,96,1.0,115,100,0,1,5448114,"Honolulu, Hawaii, United States",within an hour,Waikiki,98.0,18,"email,phone,reviews,kba","Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,-157.83919,21.28634,16,46,76,343,9.0,8.0,9.0,9.0,10.0,9.0,84.0
10116256,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2,"TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Kitchen,Paid parking off premises,Smoking allowed,Doorman,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Building staff,Hot water,Luggage dropoff allowed,Long term stays allowed",5,0,2.0,997,100,0,1,51471538,"Istanbul, İstanbul, Turkey",within an hour,Şişli,100.0,16,"email,phone,reviews","Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.98818,41.04772,30,60,90,365,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10109896,House,Entire home/apt,Real Bed,2,1125,moderate,2,1,"TV,Cable TV,Wifi,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",1,0,2.5,250,150,0,1,6517277,"Sydney, New South Wales, Australia",within a few hours,Lilyfield/Rozelle,100.0,1,"email,phone,reviews,jumio,offline_government_id,government_id","Rozelle, NSW, Australia",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,151.17956,-33.86296,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10057447,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,"Internet,Wifi,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",2,0,1.0,50,150,31,1,51612949,"Montreal, Quebec, Canada",within a few hours,Mile End,100.0,1,"email,phone,jumio,offline_government_id,selfie,government_id,identity_manual","Montréal, Québec, Canada",Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.59111,45.51889,0,0,0,0,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
10057826,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,0,"TV,Cable TV,Internet,Wifi,Air conditioning,Kitchen,Doorman,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron",2,5,1.0,205,150,0,1,47554473,US,within a few hours,Greenpoint,100.0,13,"email,phone,google,reviews,jumio,government_id","Brooklyn, NY, United States",Greenpoint,Greenpoint,New York,United States,US,-73.94472,40.72778,30,31,31,243,9.0,10.0,10.0,8.0,9.0,9.0,88.0
10092679,Apartment,Private room,Pull-out Sofa,2,1125,flexible,2,1,"Wifi,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Cat(s),Free street parking,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Coffee maker,Refrigerator,Dishwasher,Cooking basics,Patio or balcony,Luggage dropoff allowed,Host greets you",1,27,1.0,58,0,60,1,21331922,İstanbul,within an hour,Taksim,100.0,8,"email,phone,reviews,jumio","Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.95825,41.03777,3,19,37,37,10.0,9.0,10.0,10.0,9.0,10.0,99.0
10228731,Apartment,Private room,Real Bed,1,15,flexible,1,1,"Internet,Wifi,Kitchen,Free parking on premises,Family/kid friendly,Washer",1,1,2.0,149,30,0,1,12673423,"Rio, Rio de Janeiro, Brazil",within a day,Tijuca,100.0,2,"email,phone,reviews","Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,-43.247421907135774,-22.936203246553816,28,58,88,178,8.0,10.0,10.0,10.0,10.0,10.0,100.0
1019168,Apartment,Private room,Real Bed,2,120,strict_14_with_grace_period,1,1,"TV,Wifi,Kitchen,Paid parking off premises,Pets live on this property,Cat(s),Free street parking,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self check-in,Lockbox,Hot water,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Garden or backyard,Luggage dropoff allowed,Long term stays allowed",1,62,1.0,34,25,10,1,39300,"Montreal, Quebec, Canada",within a day,Mile End,100.0,1,"email,phone,facebook,reviews,jumio,offline_government_id,government_id","Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.58774,45.52028,0,0,0,0,10.0,9.0,10.0,10.0,10.0,10.0,98.0
10240767,Guesthouse,Private room,Real Bed,1,1125,moderate,2,1,"TV,Wifi,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Cat(s),Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Children’s books and toys,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Host greets you",1,162,1.0,487,25,0,1,52491634,Hong Kong,within a few hours,Not Specified,100.0,5,"email,phone,reviews","Hong Kong, New Territories, Hong Kong",Not Specified,Islands,Hong Kong,Hong Kong,HK,113.92823,22.27671,18,41,67,339,10.0,10.0,10.0,10.0,9.0,9.0,96.0
1022200,Apartment,Entire home/apt,Real Bed,7,7,strict_14_with_grace_period,6,2,"Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Gym,Family/kid friendly,Washer,Dryer",3,1,2.0,135,25,0,1,3393610,"Las Vegas, Nevada, United States",within a day,Kailua/Kona,91.0,1,"email,phone,facebook,reviews,jumio,kba,government_id","Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,-155.96445,19.5702,0,13,43,196,10.0,8.0,10.0,10.0,10.0,10.0,100.0
10227000,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,"TV,Cable TV,Internet,Wifi,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Gym,Elevator,Hot tub,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",2,1,1.0,499,99,0,1,12057949,"Las Vegas, Nevada, United States",within a day,Central Business District,91.0,472,"email,phone,google,reviews,jumio,offline_government_id,kba,government_id","Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,-156.68012,20.96996,30,60,90,365,10.0,10.0,10.0,8.0,10.0,10.0,100.0
10186755,Loft,Private room,Real Bed,1,1125,flexible,2,1,"TV,Internet,Wifi,Air conditioning,Kitchen,Doorman,Elevator,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace",2,0,1.0,185,99,0,1,52316085,"Istanbul, İstanbul, Turkey",within an hour,Not Specified,97.0,1,"email,phone,facebook","Istanbul, İstanbul, Turkey",Not Specified,Sariyer,Istanbul,Turkey,TR,29.03693,41.12452,30,60,90,365,Not Specified,Not Specified,Not Specified,9.688311688311689,9.601078167115903,9.305147058823529,93.09924038225925
